name,url,details
"Simplifying complex work wherever, and you can help secure it! (2x bonus rewards)",https://bugcrowd.com/programs/teasers/Vjpfr6mxTdGw6VBYRvimMtQJ,"


We invite you to test and help secure our primary web application. We appreciate your efforts and hard work in making the internet more secure, and look forward to working with the researcher community to create a meaningful and successful bug bounty program. Good luck and happy hunting!
Should you choose to test here, our brief includes all of the tech stack and tools used on our end for your knowledge. Some of the best program owners on the platform, who truly value the work and findings from the crowd.



Reward range
Last updated 10 Mar 2020 17:27:32 UTC




Technical severity
Reward range






p1


Critical



$2,100 - $2,500





p2


Severe



$1,000 - $1,250





p3


Moderate



$450 - $600





p4


Low



$150 - $200








P5 submissions do not receive any rewards for this program.




Targets




api




website





API and webapp targets




Program rules



Learn more about Bugcrowd’s VRT.



"
Test a unicorn in the airline ticketing and hotel booking industry!,https://bugcrowd.com/programs/teasers/vzeiF8HxunufJrbpNbdrma4g,"


We are committed to keep our services safe for everyone, which is why data security is our utmost priority. We welcome any contributions and information by security researchers who find various types of security vulnerabilities seen in our services, in which case we would be appreciative if you would privately disclose your findings to us. We offer a bounty or reward to these external security researchers for their invaluable contribution in improving our security posture!



Reward range
Last updated 16 Feb 2022 09:54:58 UTC




Technical severity
Reward range






p1


Critical



$2,000 - $2,500





p2


Severe



$800 - $1,300





p3


Moderate



$400 - $600





p4


Low



$100 - $150








P5 submissions do not receive any rewards for this program.




Targets




website




api




android




ios





Website, Android, iOS, Java, DNS, API




Program rules



Learn more about Bugcrowd’s VRT.



"
Segment,https://bugcrowd.com/segment,"


NOTE: Sign up for Segment using your @bugcrowdninja.com email addresses, otherwise your accounts might be banned when we notice bad behavior
Segment is one place to collect customer data and send it to your tools for analytics, marketing automation, and raw data access with SQL. Implement all of your event tracking with Segment’s single API instead of wrangling a new API for every new tool or database. Segment's integrations let you send your data to hundreds of tools and databases.
This program adheres to the Bugcrowd Vulnerability Rating Taxonomy for the prioritization/rating of findings.
Area of Focus - $7,000
Segment cares deeply about our customers and their data. Security issues that allow unauthorized access without interaction to another workspace's event data, API keys, passwords, or other data deemed highly sensitive by Segment will be be given a ""P0"" reward of $7,000.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Binance,https://bugcrowd.com/binance,"



For security issues related to cryptocurrencies and their components ONLY:
If you have found a security issue that directly affects a cryptocurrency and/or its components (e.g. blockchain, node, wallet), please ensure that you report it directly to the program.
Non-security related issues:
To report an issue without security impact, please open a support chat at https://www.binance.com/en/support (chat icon is located at  the bottom right of the page). Thank you for your efforts in helping keep Binance and its users safe! 

About:
Binance is the number one cryptocurrency exchange, operating in many places throughout the world. Specializing in crypto-to-crypto transactions, we provide access to hundreds of digital currency pairs. As a  leading exchange platform, we prioritize security, liquidity, and speed, while maintaining some of the lowest fees in the industry. We strive to give our users the best experience possible, also providing access to some of the latest blockchain/DLT technologies available, with new cryptocurrencies being listed frequently. 
Binance stands for “Binary Finance”, integrating digital technology with finance. Just as the name suggests, we are digital currency enthusiasts, with more than 20 years of combined finance, security, and development experience at top exchange platforms and companies including the Tokyo Stock Exchange, Morgan Stanley, Accenture, and other Top 100 companies from all over the world. 
Policy:
At Binance, the security of our users is our number one priority. As such, we strive to provide the most secure platform possible. We will evaluate reported security issues based on the security impact to our users and the Binance ecosystem.
This bounty brief describes the rules of the Binance bug bounty program, as well as the eligibility of vulnerabilities and the rewards. 

Rewards/Ratings:
This program takes reference from the Bugcrowd Vulnerability Rating Taxonomy for the prioritization/rating of findings. Prioritization/ratings may vary from the Bugcrowd Vulnerability Rating Taxonomy.
Rewards will be paid out in BUSD.
Once your submission is accepted, please provide either of the following to receive your reward.

email address registered on Binance
your BUSD wallet address

We suggest researchers create a separate private Binance account, or a Binance Smart Chain wallet. 
*Prices will change with the cryptocurrency markets and the dollar amount listed below could change.
Please note that only vulnerabilities with a working proof of concept that shows how it can be exploited will be considered eligible for monetary rewards. Determination of whether a reported issue sufficiently meets the bar for monetary rewards is done at Binance's discretion.
*Binance is eager to work with the community to make sure that every researcher's finding is rewarded fairly - based on the vulnerability's impact on business and overall severity. To this end, it is possible that extraordinarily severe issues or those with extreme impact may be rewarded up to $100,000.
Binance may award an additional reward bonus for exceptional reports. This will be done at Binance's discretion .




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Octopus,https://bugcrowd.com/octopus-og,"


Octopus Deploy invites you to test and help secure our primary publicly facing assets - focusing first on our primary web application. We appreciate your efforts and hard work in making the internet (and Octopus Deploy) more secure, and look forward to working with the researcher community to create a meaningful and successful bug bounty program. 
Good luck and happy hunting!

What you should know before you start

Ensure that you use your @bugcrowdninja.com email address when you’re testing our assets, any use of other email addresses may be treated as malicious and blocked.
Ensure that you understand the targets, scopes, exclusions, and rules below. Please feel free to reach out and ask questions to clarify. We want you to feel as confident as possible.


Ratings / Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority. Please see below for any deviations from the standard VRT.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Skyscanner,https://bugcrowd.com/skyscanner,"


Welcome to Skyscanner's Bug Bounty program
Keeping traveller's information safe and secure is a top priority for Skyscanner. We welcome the contribution of security researchers and look forward to rewarding them for their invaluable contribution to the security of all Skyscanner travellers.
We invite researchers to test the Skyscanner website and mobile apps in line with the principles set out in this brief.
Guidelines
We request thorough proof-of-concept/replication of the bug, including videos, images, and a description of the business impact. These will all factor into our bounty decision-making process.
To promote the discovery and reporting of vulnerabilities we ask that you:

share the security issue with us in detail
act in good faith to avoid privacy violations, destruction of data, and interruption or degradation of our services (including Denial of Service)
comply with all applicable laws
understand that all valid reports will be taken seriously by our engineering teams

Expectations
We expect researchers to follow the program rules:
Researchers must:

add the following header to all HTTP requests: Skyscanner-Security: Bugcrowd

use your username@bugcrowdninja.com email address for accounts
not access or modify our, or travellers' data, without explicit prior permission of the owner. Only interact with your own accounts or provided test accounts for security research purposes
contact us immediately if you inadvertently encounter traveller data. Do not view, alter, save, store, transfer, or otherwise access the data, and immediately purge any local information upon reporting the vulnerability to Skyscanner
perform testing and research only within the areas that are in scope
follow the Bugcrowd Coordinated Disclosure rules


In addition, we count the following activities as strictly prohibited, and thus not rewardable. These are in addition to the Bugcrowd Vulnerability Rating Taxonomy:

Social Engineering attacks
DDoS
Excessive use of automated vulnerability / scanning tools


Please do not spam forms or account creation flows using automated scanners
We have a number of rate limits in place that may result in your IP address being blocked if you use such tools


Any testing of corporate email (*@skyscanner.net)

We will offer monetary rewards for the first submitted report of a vulnerability.
Public disclosure of the vulnerability prior to resolution may cancel a pending reward. We reserve the right to disqualify individuals from the program for disrespectful or disruptive behaviour.
We will not negotiate in response to duress or threats (e.g. we will not negotiate the payout amount under threat of withholding the vulnerability, or of releasing the vulnerability or any exposed data to the public).
We reserve the right to deduct a 10% penalty on valid and accepted submissions that do not follow the guidelines mentioned above. Following the guidelines will help us triage the vulnerability more effectively from our side, which should result in faster processing of the submission
We are under no obligation to pay out for any bugs that are not submitted in accordance with this policy or any of the Bugcrowd policies.
We reserve the right to withdraw this scheme at any time and shall have no obligation to pay out for any bugs submitted after closure of the scheme.

Rating & Reward Information:
For the initial prioritization/rating of findings, this program uses the Bugcrowd Vulnerability Rating Taxonomy. However, please note that in some cases, the priority rating will be altered due to reflect the likelihood or impact of an exploit. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.
We will award greater bounties for all valid submissions contained in our Focus Areas (see Target Information).



Priority
Reward range




P1
$3,000 – $8,000*


P2
$900 – $3,000*


P3
$300 – $500


P4
$100 – $150



*The highest rewards will be reserved for submissions deemed to have high business criticality.
Other:

Vulnerabilities found in multiple fields in the same form or using the same CSRF token will be counted as a single vulnerability. Subsequent submissions will be marked as Not Applicable. Please detail all affected fields in a single submission.
Vulnerabilities that can be exploited with similar payloads on the same path are only eligible for a single reward. Subsequent submissions will be marked Not Applicable.


Safe Harbor compliance
When conducting vulnerability research according to this policy, we consider this research to be:

Authorized in accordance with the Computer Fraud and Abuse Act (CFAA) (and/or similar state laws), and we will not initiate or support legal action against you for accidental, good faith violations of this policy;
Exempt from the Digital Millennium Copyright Act (DMCA), and we will not bring a claim against you for circumvention of technology controls;
Exempt from restrictions in our Terms & Conditions that would interfere with conducting security research, and we waive those restrictions on a limited basis for work done under this policy; and
Lawful, helpful to the overall security of the Internet, and conducted in good faith.

You are expected, as always, to comply with all applicable laws.
If at any time you have concerns or are uncertain whether your security research is consistent with this policy, please submit a report through one of our Official Channels before going any further.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
A Patient Engagement Platform,https://bugcrowd.com/programs/teasers/dKJhahhbBJQ7FLqLXeAJGMY8,"


Our Patient Engagement Platform helps doctors and patients interact efficiently. Patients can book doctors appointments easily using their mobile devices or through our website. Doctors can easily manage their patients and clinics through our administrative functionalities.



Reward range
Last updated 13 Jul 2022 22:53:53 UTC




Technical severity
Reward range






p1


Critical



$4,000 - $8,000





p2


Severe



$2,000 - $3,000





p3


Moderate



$500 - $1,000





p4


Low



$50 - $200








P5 submissions do not receive any rewards for this program.




Targets




website




api





Both our patient and doctor interaction interfaces are in scope, along with our clinic management system. While we do support mobile devices, this is not in scope at this time.




Program rules



Learn more about Bugcrowd’s VRT.



"
Stellantis ,https://bugcrowd.com/stellantis,"


In mid-January 2021, Fiat Chrysler Automobiles (FCA) and PSA Groupe merged to create Stellantis, one of the world’s leading automakers and a mobility provider, guided by a clear vision: to offer freedom of movement with distinctive, affordable and reliable mobility solutions.
https://www.stellantis.com/en
Read more about Stellantis here: 
https://www.stellantis.com/en/news/press-releases/2021/january/stellantis-building-a-world-leader-in-sustainable-mobility
Stellantis values engaging third party researchers to improve our products making them safer and more reliable. We have committed to formal recognition and compensation for discovery of reproducible and legitimate vulnerabilities, provided they are disclosed responsibly. Our goal with the Bug Bounty project is to foster a collaborative relationship with researchers to participate in responsible disclosure of vulnerabilities in Stellantis’ vehicles and connected services.
Responsible Disclosure Guidelines:
We will investigate legitimate reports and make every effort to correct any valid vulnerability as quickly as possible. In the spirit of encouraging responsible disclosure and reporting, we will not take legal action against nor ask law enforcement to investigate researchers participating in the program provided their compliance with the following Responsible Disclosure Guidelines:

Provide full details of the vulnerability, including information needed to reproduce and validate the issue by producing Proof of Concept (code, technical demos of vulnerability, or necessary steps needed to demonstrate your finding)
Make a good faith effort to avoid privacy violations, destruction of data, and interruption or degradation of our services
Do not modify, access, or retain data that does not belong to you





Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Personal Capital,https://bugcrowd.com/personalcapital,"


Here at Personal Capital, we believe in the power of technology to change the financial industry, making it more accessible, affordable, and honest. And we believe in the power of people to change the nature of investment advice, making it more transparent, objective, and personal. We are building a better money management experience for everyone with technology. 
Your mission, researcher, should you choose to accept it is to help to ensure that our front end web application stack and back-end API endpoints are tough as nails. Nobody wants their favorite money management app to leak sensitive data out.
The Personal Capital web application is an HTML5 web app using single-page design and using  Backbone, React and Angular for rendering web content. The application calls our backend RESTful APIs, written in Java with Spring MVC and JPA. We use RDBMS for persistent storage. You are welcome to stalk our engineering blog for further insights. While we are not providing researchers with the full list of all of our APIs, we do want to help researchers out. If you think you are onto something but just need a bit more information on a specific API, let us know!

Ratings/Rewards
For the initial prioritization/rating of findings, this Bug Bounty Program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher along with the opportunity to appeal and make a case for a higher priority. Please see below for deviations.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
WestJet's Vulnerability Disclosure Program,https://bugcrowd.com/westjet-disclose,"


This program is intended as a responsible vulnerability disclosure program for WestJet. If you have found a security issue in a WestJet owned property, please use the submit button in the upper right hand area to submit your report. We appreciate your effort in making WestJet more secure, and thank you for your report! Good luck and happy hunting!
Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.
Please note that in some cases, a vulnerability found and raised against one target may also be applicable to another target due to the nature of our environment configuration. As such, remediation may be applied across our environment and a reward will be paid to the first finding only. Our recommendation is that you submit one report outlining the impact across multiple targets in order to demonstrate impact and receive the most timely response possible from our team




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
"Automate, customize and extend!",https://bugcrowd.com/programs/teasers/CuK9RZhPuFhKCvewXbxWFy3M,"


This program offers researchers an opportunity to test on a number of apps designed to help users automate, customize and extend the capabilities of Atlassian Apps!
This program is a part of the Atlassian Marketplace bug bounty.



Reward range
Last updated 28 Nov 2022 14:08:23 UTC




Technical severity
Reward range






p1


Critical



$1,500 - $1,500





p2


Severe



$900 - $900





p3


Moderate



$300 - $300





p4


Low



$100 - $100








P5 submissions do not receive any rewards for this program.




Targets




website





This program offers the ability to test any end points that can be exploited from your testing instance.




Program rules



Learn more about Bugcrowd’s VRT.



"
Bitdefender,https://bugcrowd.com/bitdefender,"


We appreciate all security concerns brought forth and are constantly striving to keep on top of the latest threats. Being pro-active rather than re-active to emerging security issues is a fundamental belief at Bitdefender.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Mastercard SRC,https://bugcrowd.com/mastercard-src,"


At Mastercard, we consider the security of our systems to be a top priority. We believe that security should involve continuous enhancements and monitoring. With that being said, if you discover any vulnerability, we would like to know about it and will take steps to address it promptly.
Overall Program Rules:

Observe strict adherence to the program scope.


Please provide a Proof-of-Concept (PoC) if you are able to do so.


Do not perform attacks that may disable or harm Mastercard services (E.g.: DDoS/Spam)
If you inadvertently cause a privacy violation or disruption (such as accessing account data, service configurations, or other confidential information) while investigating an issue, please be sure to disclose this in your report.
Test ONLY against your own accounts – testing must not disrupt or compromise any data or data access that is not yours. Furthermore, never run tests against users or accounts that are not yours.
By submitting the vulnerability, you affirm that you have not disclosed - and agree that you will not disclose - your finding (or the existence of your submission) other than via the Mastercard Bug Bounty Process.
The review panel reserves the right to reject any submission at their sole discretion. Proper explanations will be provided in such cases to the researcher.

Ratings/Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Tesla,https://bugcrowd.com/tesla,"


Tesla values the work done by security researchers in improving the security of our products and service offerings. We are committed to working with this community to verify, reproduce, and respond to legitimate reported vulnerabilities. We encourage the community to participate in our responsible reporting process.
For vehicle or energy products 
While we use Bugcrowd as a platform for rewarding all issues, please report vehicle and product related issues directly to vulnerabilityreporting@tesla.com, using our GPG key to encrypt reports containing sensitive information.
Third-party bugs
If issues reported to our bug bounty program affect a third-party library, external project, or another vendor, Tesla reserves the right to forward details of the issue to that party without further discussion with the researcher. We will do our best to coordinate and communicate with researchers through this process.
Responsible Disclosure Guidelines
We will investigate legitimate reports and make every effort to quickly correct any vulnerability. To encourage responsible reporting, we will not take legal action against you nor ask law enforcement to investigate you providing you comply with the following Responsible Disclosure Guidelines:

Provide details of the vulnerability, including information needed to reproduce and validate the vulnerability and a Proof of Concept (POC).  Any vulnerability that implicates functionality not resident on a research-registered vehicle must be reported within 168 hours and zero minutes (7 days) of identifying the vulnerability.
Make a good faith effort to avoid privacy violations, destruction of data, and interruption or degradation of our services.
Do not modify or access data that does not belong to you.
Give Tesla a reasonable time to correct the issue before making any information public.

For the avoidance of doubt,

If, through your good-faith security research, you (a pre-approved, good-faith security researcher) cause a software issue that requires your research-registered vehicle to be updated or ""reflashed,"" as an act of goodwill, Tesla shall make reasonable efforts to update or ""reflash"" Tesla software on the research-registered vehicle by over-the-air update, offering assistance at a service center to restore the vehicle's software using our standard service tools, or other actions we deem appropriate. Tesla has complete discretion as to the software or other assistance that will be provided and it may be only for a limited number of times. Tesla's support does not extend to any out-of-pocket expenses (e.g. towing) incurred by you. Tesla reserves the right to limit the number of service requests per pre-approved, good-faith researcher and unregister a research-registered vehicle at any time.
Tesla considers that a pre-approved, good-faith security researcher who complies with this policy to access a computer on a research-registered vehicle has not accessed a computer without authorization or exceeded authorized access under the Computer Fraud and Abuse Act (""CFAA"").
Tesla will not bring a copyright infringement claim under the Digital Millennium Copyright Act (""DMCA"") against a pre-approved, good-faith security researcher who circumvents security mechanism, so long as the researcher does not access any other code or binaries.
Tesla will not consider software changes, as a result of good-faith security research performed by a good-faith security researcher, to a security-registered vehicle to void the vehicle warranty of the security-registered vehicle, notwithstanding that any damage to the car resulting from any software modifications will not be covered by Tesla under the vehicle warranty.





Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.

We support the open publication of security research. We do ask that you give us a heads-up before any publication so we can do a final sync-up and check.



"
Viator,https://bugcrowd.com/viator,"


We appreciate all security concerns brought forth and are constantly striving to keep on top of the latest threats. Being pro-active rather than re-active to emerging security issues is a fundamental belief at Viator.
Every day new security issues and attack vectors are created. Viator strives to keep abreast on the latest state-of-the-art security developments by working with security researchers and companies. We appreciate the community's efforts in creating a more secure world.
We would like to get as broad coverage as possible but we also have to be sensitive to our suppliers, as well as our users, so we would like all testing to be done with an awareness that some actions will directly affect many people outside of our company. For example, a review of a tour which contains incorrect statements about the tour could negatively affect future bookings for that tour and the supplier. 
Another example is making test bookings on production for real products and suppliers. The supplier may not necessarily be aware they are test bookings. This can result in unused inventory for the supplier. Accordingly, we request that testers abide by the guidelines below.
Our primary interest is finding security holes. We are not at this time interested in attacks on content quality, vulnerability to spamming, manipulation of tour ratings, or manipulation of user generated content (user submitted tour reviews and photos).
Test booking guidelines:
Whenever making any test bookings, signing up as a partner, or initiating any Live Chats always use BUGCROWD in the name or language
We would request that you keep test bookings to a minimum. But they are possible and necessary to test the payment and post-purchase workflows on our systems.
To make a test booking please follow the following rules...

Make sure the surname for all travellers is TEST
 Make sure you add ""This is a test booking - please ignore"" in the Special Requirements field
 Please only book the following product codes: 73111P1, 73111AUTOTEST1, 73111AUTOTEST5, 73111AUTOTEST8, 73111AUTOTEST10
-- Note: to use a test product you'll need to search for it directly in the search box on the homepage
-- Test products do not return in product searches and are not on any of the listings pages
-- URL will look like this: https://www.viator.com/tours/Barcelona/Automated-Test-Product-Only/d562-73111AUTOTEST10
Make sure it is booked for a date at least 3 months in advance
Use your own credit card to complete the booking
Once your testing is complete please go into the booking self service screen and cancel your booking for a full refund to your credit card. Please make sure to do this at least 2 months before the original booking date 

To make a test Suppliers through Viator's supplier sign up page, start the supplier name with BUGCROWD 
Please make sure to accurately follow the above steps to avoid a charge to your credit card




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Artist Platform Wants Your Help!,https://bugcrowd.com/programs/teasers/patient-tree-1172,"


We are a membership platform that makes it easy for artists and creators to get paid. No technology is perfect and we believe that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. If you believe you've found a security issue, we encourage you to notify us. We welcome working with you to resolve the issue promptly.



Reward range
Last updated 20 Apr 2022 22:23:25 UTC




Technical severity
Reward range






p1


Critical



$2,100 - $4,500





p2


Severe



$1,000 - $1,750





p3


Moderate



$450 - $850





p4


Low



$150 - $250








P5 submissions do not receive any rewards for this program.




Targets




website





Currently this program only includes web testing (across our entire site) but mobile apps and new scope is coming soon!




Program rules



Learn more about Bugcrowd’s VRT.



"
Cloudways,https://bugcrowd.com/cloudways,"


Cloudways is a managed web hosting platform that specializes in providing an easy-to-manage environment for web applications.
The idea behind offering bounty for bugs is to tap into the expertise of the InfoSec community and discover the gaps in the Cloudways Platform’s security. The emphasis is on offering a secure user experience to our customers and to ensure that the Cloudways Platform remains the most secure managed hosting option for our users. 

Ratings & Rewards:
At its core, this program adheres to the standard BugCrowd Vulnerability Taxonomy Rating (VRT), and initial bug priorities (and thus, the rewards) will be decided on the basis of VRT. However, in some cases the Bug priority can be revised (with consequent impact on the rewards) because of the likelihood of occurrence and impact on the below-mentioned Cloudways Targets.  We reserve the right to change the priority and associated rewards of a vulnerability after assessing its impact. 
Vulnerabilities that lie in “Non-Rewarded” section will only be rewarded Kudos points. These vulnerabilities are listed in the section below. 
Non-rewarded findings:



Cross-Site Scripting (XSS)






Please be aware that Cloudways may take up to three weeks to accept any given submission and allocate the reward. No rewards should take longer than three weeks to process.





Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Global Financial Institution,https://bugcrowd.com/programs/teasers/little-smoke-2110,"


Help to secure our Financial web applications and ensure data security and compliance.




This program only awards points for VRT based submissions.



Targets




website





Tech stack for the site includes: ReactJS, JQuery, RequireJS and Cloudflare CDN. 




Program rules



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.



"
Large US Insurance Provider,https://bugcrowd.com/programs/teasers/auGYMAudW3xRzkUm5mhBA9nh,"


This auto insurance company has a wide portfolio of Web and Mobile apps (iOS and Android) in this Open-Scope Program. No credentials/access is provided additional scope is available to individuals with active personal accounts.



Reward range
Last updated 29 Nov 2022 21:12:55 UTC




Technical severity
Reward range






p1


Critical



$5,000 - $6,000





p2


Severe



$2,400 - $3,000





p3


Moderate



$600 - $750





p4


Low



$150 - $200








P5 submissions do not receive any rewards for this program.




Supporting evidence

Please provide the name of your automobile insurance provider.



Targets




website




android




ios




api





All assets owned and managed by customer are in-scope
Multiple Android and iOS Mobile Applications




Program rules



Learn more about Bugcrowd’s VRT.



"
Unilever Vulnerability Disclosure Program,https://bugcrowd.com/unilever-vdp,"


No technology is perfect and Unilever believes that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. We are excited for you to participate as a security researcher in order to identify weaknesses in our web applications. If you believe you've found a security issue, we encourage you to notify us. We welcome working with you to resolve the issue promptly.
Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Be the Authority!,https://bugcrowd.com/programs/teasers/ihjPujsLBGznTPRDeRvLvYBL,"


Hack for this full-service consulting firm offering researchers the opportunity to test on a suite of tools built to improve performance, streamline workflows, and increase operational efficiency.



Reward range
Last updated 09 Nov 2022 18:19:15 UTC




Technical severity
Reward range






p1


Critical



$1,500 - $1,500





p2


Severe



$900 - $900





p3


Moderate



$300 - $300





p4


Low



$100 - $100








P5 submissions do not receive any rewards for this program.




Targets




other




website





9 targets that interact with the platform's interface with multiple hosting options.  Some functionality include:

Scheduling meetings
Embedding Iframes
Gravatar importer
Notification Management





Program rules



Learn more about Bugcrowd’s VRT.



"
3 Easy payments,https://bugcrowd.com/programs/teasers/PYG4BcYhkMm668So9ZdYxvFh,"


This service allows people to buy things now and pay in installments. 



Reward range
Last updated 29 Nov 2022 16:36:46 UTC




Technical severity
Reward range






p1


Critical



$4,100 - $4,500





p2


Severe



$1,500 - $1,750





p3


Moderate



$600 - $850





p4


Low



$200 - $250








P5 submissions do not receive any rewards for this program.




Supporting evidence

Please provide any supporting evidence detailing your experience with web applications. Particularly, please submit evidence that you have found submissions on programs involving payment or checkout workflows.



Targets




website




api




ios




android





Web application in staging environment.




Program rules



Learn more about Bugcrowd’s VRT.



"
